TELEFONO;COGNOME;NOME;EMAIL
3482694357;bento da silva;latino;f1um1z@hotmail.com
3482703405;Aiello;felesina;aiello.fe@hotmail.it
3482719386;amato;miraldo;3rs1gl14b4ss4n0@hotmail.it
3482765236;;cristian mauricio;p-gentilini@gmail.com
3482814810;;;montanari17@yahoo.com
3482838939;maroncelli;armanda;4rm4-m4r0nc3ll1@yahoo.com
3482852265;quartarone;;
3482997647;;;brun4-t30d0r4n1@gmail.com
3483004634;bentivegna;faostina;abcdefgh@yahoo.com
3483037129;placidi ;bianchina;bianchina70@hotmail.com
3483051514;bassano;amerino;bassanoame@libero.it
3483074362;;nivardo;niapreda@yahoo.com
3483075757;;Elettro;
3483081256;hajji;liberatina;
3483083867;;;
3483091273;fabiani;velmina;
3483112051;pozzi;sigifrido;sigifrido89@hotmail.com
3483119304;lippi;genesia;genesia@hotmail.it
3483119304;;giovito;giovito59@hotmail.it
3483119918;fiumi;;xgxcppgevi@hotmail.it
3483146992;;;
3483160737;boes;osmelia;
3483203064;policarpo;pindaro;eichenberger60@tim.it
3483214256;De Luca;lucano;4fr4t1c3ll1@hotmail.it
3483217316;ricciolino;ica;ricciolino64@libero.it
3483223654;Pascucci;Fidelio;f-pascucci@gmail.com
3483224340;Greco;;
3483237751;Conte;;conte27@hotmail.it
3483244060;bugli;rubio;ru-bugl1@hotmail.it
3483251805;zapalski;felippo;f3l1pp0.z4p4lsk1@gmail.com
3483313093;;;baiano99@hotmail.com
3483320122;capanna;mammola;ma.capanna@virgilio.it
3483326253;Zecchini;Amelina;zecchini75@gmail.com
3483350215;kovacs;dora;m1rc4.M3ss1n4@gmail.com
3483350215;castagnoli;odette;c4st4gn0l10@hotmail.it
3483350215;eichenberger;nin√?;n1n√?.31ch3nb3rg3r@alice.it
3483350215;Lorusso;agatocle;4g4t0cl3.L0russ0@virgilio.it
3483395862;galli;tosello;
3483413033;crognale;veneto;
3483417062;casali;;frera88@yahoo.com
3483430231;de bacco;masina;madebacco@alice.it
3483460207;Piras;liliano;abcdefghijklmnopqr@virgilio.it
3483464468;;remolo;remolo81@virgilio.it
3483543763;alpi;toriddo;0s34C4rus0@tim.it
3483550396;;;pr1m14bu0ngr4z10@hotmail.it
3483557238;urbini;salva;
3483586452;mincuzzi;gallia;
3483594226;Caruso;;egla-caruso@hotmail.it
3483602944;sasvari;ferrandina;
3483608813;;lilia;li-paglia@alice.it
3483615736;;;f0.sp0l3t1n1@hotmail.it
3483642533;;;paul61@virgilio.it
3483667357;;adamaria;deana17@libero.it
3483697052;Marchi;;avamarchi@virgilio.it
3483767101;cicconi;dionisia;
3483799609;;Comodo;
3483801588;;;nicolina82@tim.it
3483801588;nini;dalmiro;d4lm1r0n1n1@hotmail.it
3483813958;;;guadagno-zavalloni@virgilio.it
3483817388;Battelli;Orino;antiococarina@hotmail.com
3483818135;;fenzo;gentili93@libero.it
3483821719;lecca;ireo;
3483823540;;;cozzolino.cireneo@alice.it
3483924856;Mahu;;roldo06@hotmail.com
3483929946;strazzanti;rogero;sebastiani25@hotmail.it
3483929946;mohammed;celsina;c3ls1n4m0h4mm3d@libero.it
3483935413;Piccolo;elhassania;ujncchrcdjy@alice.it
3483935413;vassura;clotildo;fenicia51@virgilio.it
3483961079;cospito;potito;p0t1t0.c0sp1t0@libero.it
3483981327;polidori;ricardo;pggxwhbitl@yahoo.com
3483985734;Rinaldi;;R1n4ld1t30d0s14@hotmail.com
3483991787;;;gianluigia67@tim.it
3484007310;Sipio;;fhseaz@yahoo.com
3484012851;rosato;signorina;signorina20@tim.it
3484022533;pierucci;neri;n3F3rr0@virgilio.it
3484022533;capanna;mennato;m.c4p4nn4@yahoo.com
3484075706;masetti;;
3484089775;lucani;emmo;
3484111214;;derna;d.F3rr4nt3@alice.it
3484127861;;annibalina;maroncelli82@gmail.com
3484165672;Messina;mirca;m1rc4.M3ss1n4@gmail.com
3484165672;siapian;amantino;
3484176735;infante;carmen;
3484187499;Aiello;vivianna;vivianna04@tim.it
3484187499;;janna;t4r0zz1-j4nn4@tim.it
3484188647;;dolcissima;
3484210026;giurgola;concesso;g1urg0l4-c@yahoo.com
3484210026;guaman;gianluca;gianluca89@alice.it
3484215436;;;fl0b4ll0n1@hotmail.com
3484231204;Caruso;onello;
3484300140;D'emilia;;modesta.pinna@hotmail.com
3484342496;bruni;ausilia;4z4k@gmail.com
3484414255;Ferrara;;di-ferrara@yahoo.com
3484423807;bento da silva;varniero;
3484423807;;filadelfo;
3484481763;Pepe;cadornino;capepe@tim.it
3484528285;;;idillia-clesceri@hotmail.com
3484536664;;;camilani@libero.it
3484572086;;;pelliccia66@hotmail.com
3484583038;tomassi;marcuccia;marcuccia77@libero.it
3484599400;;eliana;3l14n4c3r1ll1@libero.it
3484606135;toso;glorio;
3484630692;;laerzio;laerzio61@hotmail.it
3484724767;resende azevedo;mirocle;
3484727796;;amelio;fl0r1d10.p0lyz0p0ul0s@virgilio.it
3484738020;tosolini;;igidio48@tim.it
3484738020;fadda;cafiero;cafiero44@hotmail.it
3484739058;Santoro;;arsi.ranfi@gmail.com
3484803612;;;noyoikameuv@virgilio.it
3484819712;Esposito;orillo;Esp0s1t0.0r1ll0@yahoo.com
3484819712;bardi;olvida;f3r14n4-r0s4t0@alice.it
3484843115;;;martinofe@alice.it
3484847235;Coluccio;Elianora;
3484849842;boschi;asmerino;
3484859286;Martino;Anatolia;martino92@hotmail.it
3484868979;sasvari;gradisca;niccolo54@gmail.com
3484871254;Ruggiero;waldo;
3484871254;boubaker;tarcisio;boubaker62@yahoo.com
3484893614;guaman;sem;s3m-gu4m4n@libero.it
3484893614;;lucinda;lucinda@hotmail.com
3484932217;cusin;coronata;ptbncryjei@gmail.com
3484947694;;ottelio;l1c00rtu@libero.it
3484949637;verastegui pereyra;mariuccia;mariuccia69@yahoo.com
3484963641;balta;galeano;galeano98@hotmail.com
3484966291;massa;vituccia;vituccia04@hotmail.it
3484996857;;armenia;r0s1n4.m0rs3ll1@gmail.com
3485062270;sala;;zaccaria.pa@hotmail.com
3485062414;zenina;pericle;
3485062414;diacetti;algemiro;
3485084493;Gentilini;;baldi34@tim.it
3485115883;callegarini;;callegarini.trentina@virgilio.it
3485139589;lucchi;provvida;provvida40@virgilio.it
3485151837;amato;bonacata;beno52@alice.it
3485229495;wilmer;bonello;sp4ll3tt43m1l10@libero.it
3485318882;zivkovic;loriana;c4ll3g4r1n1-f1n3s14@yahoo.com
3485343168;;;csnhdhiooisvcqny@libero.it
3485352428;zecchini;;
3485352428;Volpe;;
3485353332;Volpe;letteria;V0lp3l@yahoo.com
3485361716;odigwe;fatima  ap.;f4.0d1gw3@virgilio.it
3485369539;;;ubaldina57@gmail.com
3485387973;;;
3485397463;Battelli;Minervina;minervina62@yahoo.com
3485400920;;;primina.torraca@hotmail.it
3485428884;sipio;romania;
3485444307;capitani;lidio;effresantoro@tim.it
3485444307;;aldobrandino;aldobrandinocaraballo@hotmail.it
3485458344;colonna;esuberanzo;lpepe@alice.it
3485482471;;bernardina;
3485516372;Fiumi;;de_sterlich-fenina@hotmail.it
3485528123;;;gianfrancesca55@libero.it
3485536858;Romano;beniamina;
3485536858;fontana;fiorigia;1l4B14nc0@alice.it
3485580223;;cirio;3.k4r1m@hotmail.com
3485604407;Galli;salve;G4ll1s4lv3@tim.it
3485632832;;;zanella41@libero.it
3485637042;gigante;primizia;g1g4nt3.pr1@gmail.com
3485637042;Sorrentino;annalisa;idina50@libero.it
3485682013;fiumi;nicolo;l4z4zz3r4.f0r3st1n4@gmail.com
3485724285;;galeana;baldinotti.galeana@alice.it
3485750705;romani bergonzo;licerio;
3485751100;Bellini;fiumina;fiumina65@hotmail.com
3485751285;;;europa-zavalloni@hotmail.it
3485766168;Villani;domizia;
3485782107;boes;massimiliano;ma-boes@tim.it
3485830362;Testa;Rimo;vbxfvlpkbj@libero.it
3485868312;;;zurzolo.c@hotmail.it
3485872055;Cirillo;marzilio;csglnxckk@virgilio.it
3485893861;;;verando35@hotmail.com
3485919344;vella;pubblio;pubbl10-v3ll4@hotmail.com
3485947120;chiricozzi;pasquala;p4squ4l4ch1r1c0zz1@yahoo.com
3486012768;mugione;oria;
3486012768;;sarita;spulsoni@alice.it
3486015809;sassetti;erildo;
3486023511;;;ecroce@alice.it
3486026146;;;r3p4r4t0.0l1v4@yahoo.com
3486028587;Giorgi;;renergiorgi@gmail.com
3486058224;Vitale;;
3486075479;;;jagmin-l@libero.it
3486084674;lopez;norge;no-lopez@yahoo.com
3486112897;giurgola;piacentina;glorietta@yahoo.com
3486116456;;genovino;me.russo@tim.it
3486131210;;lela;abcdefghijklmno@yahoo.com
3486167150;rudel;;rudel.ermido@gmail.com
3486182325;;oreto;casadei.oreto@yahoo.com
3486199107;antosh;felisa;f3l1s4-4nt0sh@yahoo.com
3486268289;milutinovic;moriano;moriano53@libero.it
3486268326;wozniczka;alcibiade;abcdefghij@alice.it
3486295967;;;bevilacqua16@hotmail.it
3486295967;;;esposito@tim.it
3486349103;marchesini;fusco;fusc0m4rch3s1n1@tim.it
3486356405;fiumi;finarosa;
3486356405;;omerino;p4nch3tt1-f1l1m3n4@tim.it
3486370058;;;mauro70@yahoo.com
3486410116;tomassi;olisse;edilberto89@virgilio.it
3486410116;stefanovich;lemmo;tiranno99@hotmail.com
3486410116;luzzi;adorando;
3486435786;minuz;;udina.minuz@tim.it
3486438506;;weslie;abcdefghi@virgilio.it
3486454173;manzi;generosa;manzi61@libero.it
3486454173;scipioni;maresa;
3486454971;Bento da silva;Olderico;olde.bento_da_silva@yahoo.com
3486485940;;;astra30@gmail.com
3486486816;esposito;italiano;esposito29@hotmail.it
3486486816;bonomo;gianpaolo;gianpaolo23@alice.it
3486486816;delgado;nila;
3486508786;;;susetta74@hotmail.it
3486529453;gromala;giordano;g1-gr0m4l4@libero.it
3486573162;;;baronti62@alice.it
3486574685;bellino;galante;giacinto33@libero.it
3486574685;dallago;bachisio;d4ll4g0b4ch1s10@hotmail.it
3486574685;moukrim;oberdino;0b3-m0ukr1m@gmail.com
3486584227;Montuori;;xaszyyzzua@libero.it
3486586296;pal ionut;zerbina;
3486615305;avendato;carlina;carlina15@virgilio.it
3486628287;aguila;gerlando;g3rl4nd0.4gu1l4@libero.it
3486660727;Martini;bibbiano;
3486686674;Pastore;ignazio;fiorelinda02@yahoo.com
3486710023;liberto ;chantal;
3486725260;;asteria;desantis91@tim.it
3486725260;Ricci;feruccio;myrta.tosolini@hotmail.com
3486725260;;adalio;adalio42@hotmail.com
3486726071;porta;;livioporta@alice.it
3486733330;Costantini;;abcdefghi@virgilio.it
3486801473;iacoangeli;timotea;mollica.p@hotmail.com
3486806728;;ciliberto;
3486815821;;;aldemina23@libero.it
3486824322;vinciguerra;emiliano;3m1l14n0-v1nc1gu3rr4@tim.it
3486847043;tiranno;;tiranno99@hotmail.com
3486872064;biondini;riego;jqasbrljtikv@libero.it
3486872817;;eraclita;bu0n4f3d3luz13tt1@hotmail.it
3486943288;popovici;colombano;1l4B14nc0@alice.it
3486987092;balta;venturina;balta99@virgilio.it
3486987092;d'amora;;r1sv3gl10-d'4m0r4@gmail.com
3486992602;Ruggieri;;g-ruggieri@hotmail.it
3487010346;;Gertrude;ddfwuvpcoixexeavttaf@alice.it
3487180858;;;andre.delgado@tim.it
3487199144;Morsiani;;
3487201029;;annino;r0ss1.4nn1n0@yahoo.com
3487215438;;Felicit‚Ä°;felicit‚Ä°80@alice.it
3487215879;pereira de castro;gualdo;
3487224935;;;g3-v4lb0n3s1@alice.it
3487255076;campana;oferto;ofe-campana@alice.it
3487302040;dolciotti;marisole;
3487302040;;argante;arga.satta@libero.it
3487302900;;mariele;rb0nn@hotmail.com
3487304565;Vitale;lilia;l1l14.V1t4l3@alice.it
3487330775;rudel;letanzio;palumboroviglio@libero.it
3487330775;;aladina;petritoli29@hotmail.it
3487330775;tomassi;lavina;lavina53@hotmail.com
3487331630;Grassi;eura;eura15@hotmail.it
3487336176;contiu;milva;contiu61@tim.it
3487349494;azzarri;antioco;
3487350087;;pilade;m0ll1c4.p1l4d3@virgilio.it
3487365624;costa;ofemia;0f3m14c0st4@hotmail.it
3487375943;El haqaoui;;bernadetto12@alice.it
3487377001;;;xyosewyqw@hotmail.com
3487387361;;;rizzieri30@virgilio.it
3487416463;;;
3487429086;sementilli;libertario;jqasbrljtikv@libero.it
3487446015;caniglia ;oretta;
3487461319;campana;tolmina;t0lm1n4.c4mp4n4@hotmail.com
3487508417;;;filomarino.villa@gmail.com
3487508417;;;quendalinabazzocchi@libero.it
3487508665;gagliardi;osvada;
3487548756;muratori;gisella;Pellegrino54@hotmail.com
3487553468;Milani;;4sc3-c0ll3@virgilio.it
3487562200;Aiello;;A13ll0-c@hotmail.it
3487581788;Tiglio;;bianchina.tiglio@virgilio.it
3487582194;zepponi;frido;fusc0m4rch3s1n1@tim.it
3487582194;;oriondo;sjdcbsnwwi@alice.it
3487586953;veneziani;arzenio;beno52@alice.it
3487602196;de matteo;luchina;smyjuog@virgilio.it
3487621418;giorgetti;cesina;gianpaolo23@alice.it
3487644055;Pastore;fallerio;t.sassetti@hotmail.com
3487644055;tabane;pinotto;
3487663102;;;brun0p4@alice.it
3487701544;;genzino;genzino@tim.it
3487711543;;;cecchina28@virgilio.it
3487738866;;;quadaltinoferini83@gmail.com
3487761201;cecchetti;manuel;c3cch3tt1.m@hotmail.com
3487777233;Ceccarelli;;f3l1s4-4nt0sh@yahoo.com
3487797401;;;
3487804910;mahu;;nirvana43@libero.it
3487812076;dallago;beno;b3n0.d4ll4g0@yahoo.com
3487917162;zaccaria;olalia;olalia73@alice.it
3487951396;;;cangini-s@yahoo.com
3487967456;Emumwen;;idalco-tosolini@alice.it
3487997228;monsorno;mariangiola;
3488020814;scotti;;abcdefghijklm@gmail.com
3488021046;;odina;odina-corrias@gmail.com
3488100046;;;ezelinda77@hotmail.it
3488103564;cellini;titino;titino77@alice.it
3488113046;De Rosa;;moianov@tim.it
3488132330;;Fulvia;oderico85@hotmail.com
3488196856;Casali;;vi.pagano@libero.it
3488221514;tarozzi;clara;clara.tarozzi@virgilio.it
3488221514;valbonesi;pompilia;pompilia36@libero.it
3488221514;piacentini;edda;edda82@hotmail.it
3488228488;;niccodemo;nw0zn1czk4@tim.it
3488242366;kovacs;armino;
3488259361;;;ogiorgi@hotmail.com
3488319881;pal ionut;fioridea;
3488336311;moschetti;semira;
3488379719;bagnaia;azelio;b4gn414.4z3l10@hotmail.com
3488383700;bazzocchi;oler;rosetta92@hotmail.com
3488383700;corrias;ion florin;
3488431326;Di pasquale;;di_pasquale08@virgilio.it
3488471560;;Publia;pagano-publia@virgilio.it
3488477011;coluccia;cosimina;r.f1c0@gmail.com
3488485521;cecchetti;reginaldo;reginaldo@hotmail.it
3488489857;colle;pompilia;fqomwhqbaveoy@libero.it
3488504647;maldini;nicoletto;odinella.costa@hotmail.it
3488511941;panchetti;gioina;
3488511941;mascali zeo;balda;buccolieri10@hotmail.it
3488514339;papaleo;gallo;l4ur4n4-c3r4ld1@virgilio.it
3488573862;;Noradino;noradino.baldi@libero.it
3488576983;angiuli;odiglia;angiuli73@libero.it
3488591154;siracusa;wera;s1r4cus4w3@yahoo.com
3488591154;colongi;ireo;ireo46@virgilio.it
3488599096;pezzuco;fidalmina;
3488614188;Moro;artemisia;4.M0r0@libero.it
3488705950;Cusin;Fioralbo;moianov@tim.it
3488726647;zaratti;ramuccio;ra.zaratti@virgilio.it
3488749637;;;
3488775124;lanzoni;gigina;
3488776153;mercantini;addonizio;3rr4hm4n1l4zz4r1n4@tim.it
3488797526;aguila;violantina;f1.c1ch0n@gmail.com
3488810166;olivelli;donaldo;donaldo12@gmail.com
3488845245;Cozzolino;Fedele;
3488919532;mamone;maggiolina;ellera99@tim.it
3488932290;Tambini;;indro42@libero.it
3488940928;Rosati;;
3488943775;fadda;menotto;g3-tr0mb1n0@tim.it
3488953151;cheikh talibouya;ellera;ellera99@tim.it
3489015449;Gentilini;;
3489058832;colle;stefanino;stefanino@hotmail.it
3489071648;;marto;f1rm4n0.v1ll4@hotmail.com
3489078236;Bragioto;;gianettobragioto@libero.it
3489086914;Montevecchi;;me-montevecchi@alice.it
3489088811;;tarsilio;tarsilio70@libero.it
3489108236;Lombardi;;ph3l1p3.L0mb4rd1@hotmail.it
3489171131;Pagano;eustacchio;4rm4nn0.L0mb4rd0@hotmail.com
3489182087;caniglia ;;p4r1g1.c4n1gl14 @virgilio.it
3489186774;;Idalberto;l3ll1-id4lb3rt0@hotmail.com
3489186774;Villa;;agricola80@alice.it
3489187613;tabane;glorio;g3lm1n4l4 s0rd4@hotmail.com
3489218275;;;di_sipio92@libero.it
3489239406;villa;eliodoro;
3489241138;;;novellasoro@yahoo.com
3489246871;;;finisio.wally@tim.it
3489251110;caniglia ;filiana;
3489270774;settembrini;isolda;d14c3tt1.4rd1@alice.it
3489270774;;ardino;d14c3tt1.4rd1@alice.it
3489270774;settembrini;isolda;isaia29@libero.it
3489270774;jagmin;nica;n1c4j4gm1n@libero.it
3489293303;;;zemiro.mane'@virgilio.it
3489298099;abbondanza;aristidina;
3489311878;Chaibi;;sanna.femo@hotmail.com
3489324184;Pellegrini;rodi;Pellegrini69@hotmail.it
3489337818;filagna;toscana;filagna23@hotmail.it
3489352776;Sbreni;;catarinasbreni@gmail.com
3489363505;;;averardo-baronti@gmail.com
3489380979;Maldini;;europa-zavalloni@hotmail.it
3489383033;;;annachiara.zanetti@hotmail.com
3489384775;Zavoli;;
3489390355;mamone;petro;p3tr0-m4m0n3@yahoo.com
3489445863;Moro;nunzio;
3489496627;jebrane;idelmo;1d3lm0.j3br4n3@virgilio.it
3489517320;zaratti;bianca;4ssu.c0nt3@virgilio.it
3489519227;di sipio;ledo;
3489519227;;festilio;t0s0l1n1f1l1pp0@alice.it
3489519227;Pinna;nevilio;
3489532742;kellmann;censino;
3489535615;;Olfa;de_santis.olfa@libero.it
3489566679;Conflitti;;
3489580577;;;de_sterlich-fenina@hotmail.it
3489598827;;Cadornino;cadornino96@gmail.com
3489609409;succi;rustico;succ1rust1c0@gmail.com
3489609880;baragliu;astra;bu0n4f3d3luz13tt1@hotmail.it
3489627176;iacobelli;marila;marila56@hotmail.com
3489627176;;porsia;passitto64@virgilio.it
3489653880;;Adelasia;ad3l4s14.p4l4zz4r1@gmail.com
3489674946;cecere;massimiliano;maurelio82@tim.it
3489705317;;ghita;ghita100@yahoo.com
3489705569;Lucchesini;;
3489751326;blasi;messalino;vxiqzwzn@alice.it
3489755512;Pulsoni;Dario;salvadora69@hotmail.com
3489794897;;Cordelio;miralda09@tim.it
3489913214;bellettini;rifeo;b3ll3tt1n1-r@virgilio.it
3489949270;romano;fioravanti;f10r4v4nt1.r0m4n0@libero.it
3489997323;;;olemozito@alice.it
3490007286;Ferretti;deonisio;gianpaolo23@alice.it
3490025256;ceccaroni;oceania;beltrando-iachini@virgilio.it
3490048282;Sorgentone;;
3490075900;marchesini;nobilia;3sp0s1t0-V4l3nt3@gmail.com
3490096447;bello;paolo;
3490120555;zanelli;omero;omero11@virgilio.it
3490132329;;;ivonetta04@alice.it
3490154651;;;moianov@tim.it
3490160131;riboloni;;fidaldo90@hotmail.it
3490201262;;;campana-s@hotmail.it
3490212417;;frosina;frosinaromagnoli@hotmail.it
3490230022;rotella;fecondo;p4r1g1.c4n1gl14 @virgilio.it
3490261107;;rialdo;rialdo80@yahoo.com
3490261420;Leonetti;;wsaqvcmttainfftk@tim.it
3490318153;;zemira;4-l4 b3ll4@gmail.com
3490330213;;;n-linzi@libero.it
3490358142;;Olghina;m.lippi@yahoo.com
3490432412;colli;;ivrea62@libero.it
3490432458;celotti;valdimaro;ctpxvnrg@hotmail.com
3490441722;castaldo;fiorisella;abcdefghi@gmail.com
3490447433;boubaker;;duilio-nicastro@alice.it
3490457500;palma ;oriade;palma50@tim.it
3490473577;castagna;gemiliana;4-l4 b3ll4@gmail.com
3490512443;lucchesini;ricco;r-lucch3s1n1@yahoo.com
3490516318;Zurzolo;;g3pp1n0.b4gn4t0@virgilio.it
3490525807;pascale;obbes;fqomwhqbaveoy@libero.it
3490529925;;Rocco;bassanoro@tim.it
3490544226;;;abcdefg@virgilio.it
3490544226;piani;malgorzata wieslawa;piani-ma@tim.it
3490547773;;amalfio;a-santini@gmail.com
3490563176;barruga;;barruga75@virgilio.it
3490588371;;;ermano18@gmail.com
3490615066;;;falina.barone@tim.it
3490714527;;odelio;odelio@gmail.com
3490762396;Veneziani;;fre.veneziani@alice.it
3490762544;ortu;isotta;isotta63@gmail.com
3490762544;zolea;orea;
3490779879;fico;evino;f3l1s4-4nt0sh@yahoo.com
3490860540;;lorenzana;pierucci-elzio@tim.it
3490969053;;;sp3zzuc0@yahoo.com
3490970829;;rosalinda;
3491049198;renzoni;fabbiana;d1sm0-g4sm1@hotmail.com
3491049198;fazi;fortezza;f10rd1g1gl1-f@gmail.com
3491070827;;oliviana;3m4g4l0tt1@hotmail.it
3491108025;Perrone;;wladimira.perrone@hotmail.it
3491191525;Rizzo;benita;d1sm0-g4sm1@hotmail.com
3491191525;villa;impero;nunzietta47@gmail.com
3491191525;baldinotti;giannangelo;b4ld1n0tt1.g1@gmail.com
3491275584;hushchyna;getulia;br4.B3rn4rd1@hotmail.com
3491275584;di paolo;bernadette;di paolo57@alice.it
3491282761;malagigi;alfonzo;f3rm1l1d3d1 m4rc0@virgilio.it
3491288715;;fiorilda;fervido18@hotmail.it
3491318823;Carbone;;vi.pagano@libero.it
3491338858;Catalano;lucillo;luc1ll0.C4t4l4n0@libero.it
3491370979;iachini;costanza;c0.14ch1n1@virgilio.it
3491445122;amato;salvo;
3491470587;;;
3491492034;;;
3491510751;curcio;leonardino;aadxwjdt@hotmail.com
3491525916;;;
3491650852;;;aldegondo61@tim.it
3491672795;;Brasilio;brasilio50@gmail.com
3491749106;zuccherelli;venanzio;zucch3r3ll1.v3n4nz10@yahoo.com
3491755407;piersanti;;abcdefghijklm@gmail.com
3491767067;giurgola;moravio;m0r4v10-g1urg0l4@gmail.com
3491835022;;;
3491845778;Longo;ferminio;ferminio50@virgilio.it
3491878042;Russo;damiana;
3491886342;sorrentino;wando;
3491950223;Lombardo;algiso;algiso42@yahoo.com
3491957122;covato;paolino;paolino55@hotmail.com
3491995890;lecca;;p1.l3cc4@tim.it
3492005805;;oranda;oranda65@tim.it
3492052575;;;giuffrido31@tim.it
3492060050;pelo;olanzo;3rs1gl14b4ss4n0@hotmail.it
3492066217;;anselmo;
3492093161;Costantini;;
3492112859;;Marina;giorgi-marina@virgilio.it
3492136408;fratini;magda;
3492141596;parravani;;
3492147181;Bagnato;;rtqziwnoerrbqrxzgi@hotmail.com
3492152127;;;erica_luisa.capitani@virgilio.it
3492207191;di sipio;illidio;1ll1d10.d1 s1p10@hotmail.com
3492214539;dolciotti;;
3492226695;milutinovic;menio;menio@libero.it
3492237936;ciervo;ghita;giacomina@virgilio.it
3492238482;zanellati;ottilio;r1m1nuz@gmail.com
3492244462;;tilla;
3492260662;gnani;cenzella;
3492273677;Mancini;bramo;udina.minuz@tim.it
3492273677;romano;corso;abcdefghijklm@hotmail.com
3492275438;Ferretti;robertina;F3rr3tt1-r0b3rt1n4@gmail.com
3492279823;Fabbri;ambra;n0b1l14F3rr3tt1@hotmail.com
3492279823;De Luca;gedeone;ireo46@virgilio.it
3492295652;Sala;;d.S4l4@yahoo.com
3492310948;minuz;rido;r1m1nuz@gmail.com
3492317492;olivelli;oronte;0l1v3ll1-0r0@hotmail.it
3492382495;;;plagiorgetti@virgilio.it
3492405475;vassura;oriemme;aristidina67@hotmail.com
3492450717;Gargiulo;;xaszyyzzua@libero.it
3492450717;;;orviano27@virgilio.it
3492483361;Giorgi;sabbatina;abcdefghijkl@yahoo.com
3492483361;Arena;;orsoarena@hotmail.com
3492541442;;;abcdefghijklmnopq@tim.it
3492550246;carucci;feba;f3b4.c4rucc1@hotmail.it
3492555119;;Porthos;porthos.sipio@yahoo.com
3492601793;strazzanti;fredesvinda;fr3-str4zz4nt1@yahoo.com
3492650382;nicastro;duilio;duilio-nicastro@alice.it
3492691277;;;d3_f1l1pp1sa@virgilio.it
3492715830;paul;mammola;ma-paul@hotmail.it
3492756561;;;concettino-cagnotti@libero.it
3492848734;zepponi;fortunatina;fo-zepponi@virgilio.it
3492862164;piacentini;;t0s0l1n1f1l1pp0@alice.it
3492887640;pinna;colombano;colombano@gmail.com
3492889792;Montanari;monaldo;m0n4ld0M0nt4n4r1@yahoo.com
3493015135;narducci;abela;
3493016851;Latini;Onoria;
3493072122;Lombardo;;fredesvinda46@yahoo.com
3493106119;Zenina;;pal_ionut@hotmail.it
3493206401;kosek;;domiziano27@alice.it
3493206401;;rustico;rbrunetti@yahoo.com
3493207353;minelli;elverino;
3493208884;Sala;eudosia;v1-3rc0l4n1@alice.it
3493230666;Bianco;;c.B14nc0@hotmail.com
3493252126;celotti;guglielma;guglielma.celotti@libero.it
3493255406;;;g3mm0d0m3n1c4l1@tim.it
3493260853;ciervo;wania;
3493284616;mussinelli;giacomino;d1Ant0n3ll1@hotmail.com
3493313747;polyzopoulos;;esu-campanella@alice.it
3493317013;;;
3493342501;;;
3493346118;pozzi;;ta.pozzi@tim.it
3493353073;tufano;brunella;3rs1gl14b4ss4n0@hotmail.it
3493353073;nizzi;dardo;nizzi25@gmail.com
3493372506;zapalski;fedilla;f3-z4p4lsk1@libero.it
3493378849;Aiello;marianella;m4.A13ll0@alice.it
3493381868;;;osanio-zavalloni@libero.it
3493396948;pezzuco;finetta;d1sm0-g4sm1@hotmail.com
3493412176;fiumi;zoia;f1um1z@hotmail.com
3493413718;;secondo;lillina35@tim.it
3493448259;Iacobelli;;cangini-s@yahoo.com
3493464234;narducci;naida;ptbncryjei@gmail.com
3493471423;;odile;cichon89@alice.it
3493488024;paduano;tarsillo;oddinocampana@libero.it
3493488024;;isaldo;isaldo43@hotmail.it
3493506909;;;
3493522543;tronconi;fiorinella;
3493556272;;socrate;nuzz4.p4lm4 @alice.it
3493556520;Gubinelli;Ficenza;gubinelli78@gmail.com
3493582419;;;olisse010@hotmail.com
3493584296;huaman lopez;giammaria;giammaria75@gmail.com
3493594147;charaf;oto;ch4r4f.0t0@virgilio.it
3493608306;;;concettino-cagnotti@libero.it
3493627051;de stefano;gallia;gallia100@hotmail.com
3493655760;El haqaoui;;el_haqaoui09@hotmail.com
3493658838;zandoli;armenio;
3493672511;jianu;minello;
3493672511;;potita;p0t1t4.c4p1t4n1@libero.it
3493720171;albanese;cherki;ch3rk14lb4n3s3@yahoo.com
3493755074;;aldesira;F3rr0-4ld3@libero.it
3493804148;Corrias;;
3493810648;boncompagni;odolindo;
3493812821;Barone;venera;w1rth0l4@yahoo.com
3493840493;zolea;nemorina;n3m0r1n4-z0l34@yahoo.com
3493858827;;fidelina;fidelina70@yahoo.com
3493883951;sarpieri;imera;sarpieri73@yahoo.com
3493891205;gubinelli;verginio;bonomo88@alice.it
3493969088;cusin;vitaliano;v1t4l14n0-cus1n@hotmail.it
3493969088;boubaker;iona;boubaker57@hotmail.com
3493969088;zanella;peppina;aldemina23@libero.it
3494000682;;evardo;evardo74@virgilio.it
3494006430;curcio;leonora;l30n0r4curc10@libero.it
3494057077;;pancrazia;ba.renzulli@hotmail.it
3494080082;;;sabarsanti@hotmail.com
3494082245;Lippi;;
3494083352;parravani;luisi;luisi38@gmail.com
3494102382;saccone;anella;s3-c4st4ld1@virgilio.it
3494133755;;medarda;
3494168923;mincuzzi;marno;aadxwjdt@hotmail.com
3494168923;Ferretti;nobilia;n0b1l14F3rr3tt1@hotmail.com
3494220973;;;g4l34n0-m0r3tt1@hotmail.it
3494245221;Sementilli;;g.sementilli@yahoo.com
